"Banks_Participated","Highest_Rate","Lowest_Rate","Weighted_Average_Rate","Market_Day"
"8","18.9575","18.9567","18.9571","11/22/2013"
"8","18.9537","18.9531","18.9534","11/21/2013"
"8","18.9503","18.9494","18.9498","11/20/2013"
"8","18.9465","18.9457","18.9462","11/19/2013"
"8","18.9431","18.9422","18.9426","11/18/2013"
"8","18.9287","18.9278","18.9283","11/12/2013"
"8","18.9252","18.9243","18.9247","11/11/2013"
"8","18.9216","18.9206","18.9211","11/08/2013"
"8","18.9179","18.9171","18.9175","11/07/2013"
"8","18.9138","18.9129","18.9134","11/06/2013"
"8","18.9096","18.9088","18.9092","11/05/2013"
"8","18.9013","18.9004","18.9008","11/01/2013"
"8","18.8971","18.8962","18.8966","10/31/2013"
"8","18.8926","18.8917","18.8922","10/30/2013"
"8","18.8883","18.8875","18.8879","10/29/2013"
"8","18.8839","18.8832","18.8836","10/28/2013"
"8","18.8798","18.8789","18.8794","10/25/2013"
"8","18.8759","18.8749","18.8754","10/24/2013"
"8","18.8721","18.8713","18.8717","10/23/2013"
"8","18.8686","18.8678","18.8682","10/22/2013"
"8","18.8658","18.8649","18.8654","10/21/2013"
"8","18.8628","18.8619","18.8624","10/18/2013"
"8","18.8603","18.8594","18.8598","10/17/2013"
"8","18.8569","18.8562","18.8566","10/16/2013"
"8","18.8541","18.8533","18.8537","10/14/2013"
"8","18.8511","18.8502","18.8506","10/11/2013"
"8","18.8483","18.8474","18.8478","10/10/2013"
"8","18.8455","18.8447","18.8451","10/09/2013"
"8","18.8425","18.8417","18.8421","10/08/2013"
"8","18.8399","18.8391","18.8395","10/07/2013"
"8","18.8372","18.8364","18.8368","10/04/2013"
"8","18.8346","18.8338","18.8342","10/03/2013"
"8","18.8319","18.8312","18.8316","10/02/2013"
"8","18.8258","18.8251","18.8255","09/30/2013"
"8","18.8225","18.8217","18.8221","09/26/2013"
"8","18.8199","18.8191","18.8195","09/25/2013"
"8","18.8171","18.8163","18.8167","09/24/2013"
"8","18.8145","18.8137","18.8141","09/23/2013"
"8","18.8113","18.8105","18.8109","09/20/2013"
"8","18.8085","18.8077","18.8081","09/19/2013"
"8","18.8058","18.8051","18.8055","09/18/2013"
"8","18.8029","18.8021","18.8025","09/17/2013"
"8","18.7997","18.7989","18.7993","09/16/2013"
"8","18.7966","18.7958","18.7962","09/13/2013"
"8","18.7939","18.7925","18.7929","09/12/2013"
"8","18.7906","18.7897","18.7902","09/10/2013"
"8","18.7876","18.7868","18.7872","09/09/2013"
"8","18.7848","18.7839","18.7844","09/06/2013"
"8","18.7818","18.7809","18.7814","09/05/2013"
"8","18.7791","18.7782","18.7786","09/04/2013"
"8","18.7763","18.7755","18.7759","09/03/2013"
"8","18.7729","18.7722","18.7726","09/02/2013"
"8","18.7699","18.7692","18.7696","08/30/2013"
"8","18.7673","18.7665","18.7669","08/29/2013"
"8","18.7643","18.7635","18.7639","08/28/2013"
"8","18.7615","18.7607","18.7611","08/27/2013"
"8","18.7583","18.7574","18.7578","08/26/2013"
"8","18.7523","18.7515","18.7519","08/22/2013"
"8","18.7489","18.7482","18.7486","08/21/2013"
"8","18.7459","18.7451","18.7455","08/20/2013"
"8","18.7431","18.7423","18.7427","08/19/2013"
"8","18.7399","18.7391","18.7395","08/16/2013"
"8","18.7369","18.7362","18.7366","08/15/2013"
"8","18.7342","18.7334","18.7338","08/14/2013"
"8","18.7281","18.7271","18.7276","08/12/2013"
"8","18.7251","18.7243","18.7247","08/09/2013"
"8","18.7223","18.7216","18.7219","08/07/2013"
"8","18.7195","18.7187","18.7191","08/06/2013"
"8","18.7162","18.7154","18.7158","08/05/2013"
"8","18.7135","18.7127","18.7131","08/02/2013"
"8","18.7107","18.7098","18.7103","08/01/2013"
"8","18.7079","18.7071","18.7075","07/31/2013"
"8","18.7053","18.7045","18.7049","07/30/2013"
"8","18.7026","18.7017","18.7021","07/29/2013"
"8","18.6996","18.6989","18.6993","07/26/2013"
"8","18.6971","18.6963","18.6967","07/25/2013"
"8","18.6944","18.6935","18.6939","07/24/2013"
"8","18.6916","18.6908","18.6912","07/23/2013"
"8","18.6888","18.6879","18.6884","07/22/2013"
"8","18.6856","18.6848","18.6852","07/19/2013"
"8","18.6828","18.6819","18.6824","07/18/2013"
"8","18.6799","18.6791","18.6795","07/17/2013"
"8","18.6766","18.6757","18.6762","07/16/2013"
"8","18.6735","18.6727","18.6731","07/15/2013"
"8","18.6703","18.6694","18.6698","07/12/2013"
"8","18.6668","18.6659","18.6664","07/11/2013"
"8","18.6639","18.6631","18.6635","07/10/2013"
"8","18.6606","18.6598","18.6602","07/09/2013"
"8","18.6574","18.6567","18.6571","07/08/2013"
"8","18.6564","18.6555","18.6559","07/05/2013"
"8","18.6545","18.6537","18.6541","07/04/2013"
"8","18.6519","18.6512","18.6516","07/03/2013"
"8","18.6491","18.6483","18.6487","07/02/2013"
"8","18.6459","18.6453","18.6456","07/01/2013"
"8","18.6429","18.6422","18.6426","06/28/2013"
"8","18.6397","18.6391","18.6394","06/27/2013"
"8","18.6367","18.6359","18.6363","06/26/2013"
"8","18.6336","18.6328","18.6332","06/25/2013"
"8","18.6304","18.6295","18.6299","06/24/2013"
"8","18.6272","18.6265","18.6268","06/21/2013"
"8","18.6239","18.6232","18.6236","06/20/2013"
"8","18.6207","18.6199","18.6203","06/19/2013"
"8","18.6175","18.6167","18.6171","06/18/2013"
"8","18.6143","18.6134","18.6138","06/17/2013"
"8","18.6105","18.6097","18.6101","06/14/2013"
"8","18.6068","18.6061","18.6065","06/13/2013"
"8","18.6036","18.6028","18.6032","06/12/2013"
"8","18.6003","18.5994","18.5998","06/11/2013"
"8","18.5963","18.5955","18.5959","06/10/2013"
"8","18.5925","18.5917","18.5921","06/07/2013"
"8","18.5888","18.5879","18.5884","06/06/2013"
"8","18.5849","18.5841","18.5845","06/05/2013"
"8","18.5815","18.5807","18.5811","06/04/2013"
"8","18.5777","18.5767","18.5773","06/03/2013"
"8","18.5738","18.5729","18.5734","05/31/2013"
"8","18.5696","18.5688","18.5692","05/30/2013"
"8","18.5659","18.5651","18.5655","05/29/2013"
"8","18.5617","18.5611","18.5614","05/27/2013"
"8","18.5577","18.5569","18.5573","05/24/2013"
"8","18.5535","18.5527","18.5531","05/23/2013"
"8","18.5492","18.5485","18.5488","05/22/2013"
"8","18.5452","18.5444","18.5448","05/21/2013"
"8","18.5411","18.5403","18.5407","05/20/2013"
"8","18.5373","18.5365","18.5369","05/17/2013"
"8","18.5332","18.5324","18.5328","05/16/2013"
"8","18.5293","18.5285","18.5289","05/15/2013"
"8","18.5251","18.5242","18.5247","05/14/2013"
"8","18.5212","18.5204","18.5208","05/13/2013"
"8","18.5167","18.5161","18.5164","05/10/2013"
"8","18.5129","18.5121","18.5125","05/09/2013"
"8","18.5088","18.5079","18.5084","05/08/2013"
"8","18.5049","18.5042","18.5046","05/07/2013"
"8","18.5011","18.5003","18.5007","05/06/2013"
"8","18.4972","18.4964","18.4968","05/02/2013"
"8","18.4933","18.4925","18.4929","04/30/2013"
"8","18.4894","18.4887","18.4891","04/29/2013"
"8","18.4857","18.4849","18.4853","04/26/2013"
"8","18.4819","18.4812","18.4816","04/25/2013"
"8","18.4782","18.4775","18.4778","04/24/2013"
"8","18.4743","18.4735","18.4739","04/23/2013"
"8","18.4706","18.4698","18.4702","04/22/2013"
"8","18.4671","18.4663","18.4667","04/19/2013"
"8","18.4636","18.4628","18.4632","04/18/2013"
"8","18.4601","18.4592","18.4596","04/17/2013"
"8","18.4562","18.4553","18.4557","04/16/2013"
"8","18.4519","18.4511","18.4515","04/15/2013"
"8","18.4479","18.4472","18.4476","04/12/2013"
"8","18.44394","18.4431","18.4435","04/11/2013"
"8","18.4404","18.4395","18.4399","04/10/2013"
"8","18.4365","18.4357","18.4361","04/09/2013"
"8","18.4325","18.4317","18.4321","04/08/2013"
"8","18.4286","18.4278","18.4282","04/05/2013"
"8","18.4251","18.4242","18.4246","04/04/2013"
"8","18.4212","18.4203","18.4207","04/03/2013"
"8","18.4169","18.4162","18.4166","04/02/2013"
"8","18.4132","18.4124","18.4128","04/01/2013"
"8","18.4089","18.4082","18.4086","03/29/2013"
"8","18.4053","18.4044","18.4048","03/28/2013"
"8","18.4011","18.4003","18.4007","03/27/2013"
"8","18.3975","18.3967","18.3971","03/26/2013"
"8","18.3936","18.3928","18.3932","03/25/2013"
"8","18.3898","18.3889","18.3894","03/22/2013"
"8","18.3862","18.3854","18.3858","03/21/2013"
"8","18.3824","18.3815","18.3819","03/20/2013"
"8","18.3782","18.3774","18.3778","03/19/2013"
"8","18.3743","18.3735","18.3739","03/18/2013"
"8","18.3706","18.3697","18.3702","03/15/2013"
"8","18.3666","18.3657","18.3661","03/14/2013"
"8","18.3627","18.3619","18.3623","03/13/2013"
"8","18.3587","18.3578","18.3583","03/12/2013"
"8","18.3547","18.3539","18.3543","03/11/2013"
"8","18.3505","18.3497","18.3501","03/08/2013"
"8","18.3467","18.3458","18.3463","03/07/2013"
"8","18.3427","18.3421","18.3424","03/06/2013"
"8","18.3387","18.3379","18.3383","03/05/2013"
"8","18.3347","18.3341","18.3344","03/04/2013"
"8","18.3309","18.3301","18.3308","02/28/2013"
"8","18.3272","18.3264","18.3268","02/27/2013"
"8","18.3236","18.3228","18.3232","02/26/2013"
"8","18.3201","18.3192","18.3196","02/25/2013"
"8","18.3163","18.3154","18.3158","02/22/2013"
"8","18.3127","18.3119","18.3123","02/21/2013"
"8","18.3089","18.3081","18.3085","02/20/2013"
"8","18.3054","18.3045","18.3049","02/19/2013"
"8","18.3015","18.3007","18.3011","02/18/2013"
"8","18.2982","18.2972","18.2976","02/15/2013"
"8","18.2944","18.2934","18.2939","02/14/2013"
"8","18.2905","18.2897","18.2901","02/13/2013"
"8","18.2879","18.2872","18.2876","02/12/2013"
"8","18.2843","18.2836","18.2839","02/11/2013"
"8","18.2807","18.2799","18.2803","02/08/2013"
"8","18.2772","18.2764","18.2768","02/07/2013"
"8","18.2736","18.2728","18.2732","02/06/2013"
"8","18.2699","18.2694","18.2697","02/05/2013"
"8","18.2665","18.2661","18.2657","02/04/2013"
"8","18.2628","18.2619","18.2624","02/01/2013"
"8","18.2593","18.2585","18.2589","01/31/2013"
"8","18.2523","18.2515","18.2519","01/29/2013"
"8","18.2488","18.2479","18.2484","01/28/2013"
"8","18.2415","18.2407","18.2411","01/23/2013"
"8","18.2382","18.2373","18.2377","01/22/2013"
"8","18.2345","18.2336","18.2341","01/21/2013"
"8","18.2307","18.2298","18.2303","01/18/2013"
"8","18.2273","18.2264","18.2268","01/17/2013"
"8","18.2236","18.2227","18.2232","01/16/2013"
"8","18.2202","18.2194","18.2198","01/15/2013"
"8","18.2165","18.2157","18.2161","01/14/2013"
"8","18.2128","18.2121","18.2125","01/11/2013"
"8","18.2095","18.2086","18.2091","01/10/2013"
"8","18.2058","18.2049","18.2054","01/09/2013"
"8","18.2023","18.2015","18.2019","01/08/2013"
"8","18.1986","18.1977","18.1982","01/04/2013"
"8","18.1949","18.1942","18.1946","01/03/2013"
"8","18.1917","18.1908","18.1913","01/02/2013"
"8","18.1881","18.1873","18.1877","01/01/2013"
"8","18.1847","18.1838","18.1843","12/31/2012"
"8","18.1811","18.1803","18.1807","12/28/2012"
"8","18.1777","18.1769","18.1773","12/27/2012"
"8","18.1741","18.1733","18.1737","12/26/2012"
"8","18.1672","18.1665","18.1668","12/24/2012"
"8","18.1636","18.1628","18.1632","12/21/2012"
"8","18.1601","18.1594","18.1597","12/20/2012"
"8","18.1565","18.1556","18.1561","12/19/2012"
"8","18.1531","18.1523","18.1527","12/18/2012"
"8","18.1494","18.1487","18.1491","12/17/2012"
"8","18.1459","18.1452","18.1456","12/14/2012"
"8","18.1425","18.1419","18.1422","12/13/2012"
"8","18.1389","18.1382","18.1386","12/12/2012"
"8","18.1355","18.1347","18.1351","12/11/2012"
"8","18.1321","18.1313","18.1317","12/10/2012"
"8","18.1285","18.1277","18.1281","12/07/2012"
"8","18.1253","18.1245","18.1249","12/06/2012"
"8","18.1218","18.1209","18.1214","12/05/2012"
"8","18.1148","18.1139","18.1144","12/03/2012"
"8","18.1113","18.1105","18.1109","11/30/2012"
"8","18.1078","18.1071","18.1075","11/29/2012"
"8","18.1045","18.1037","18.1041","11/28/2012"
"8","18.1011","18.1002","18.1006","11/26/2012"
"8","18.0976","18.0968","18.0972","11/23/2012"
"8","18.0906","18.0897","18.0902","11/21/2012"
"8","18.0872","18.0863","18.0867","11/20/2012"
"8","18.0836","18.0828","18.0832","11/19/2012"
"8","18.0802","18.0793","18.0797","11/16/2012"
"8","18.0766","18.0758","18.0762","11/15/2012"
"8","18.0732","18.0723","18.0727","11/14/2012"
"8","18.0697","18.0689","18.0693","11/13/2012"
"8","18.0663","18.0654","18.0658","11/12/2012"
"8","18.0627","18.0618","18.0623","11/09/2012"
"8","18.0592","18.0584","18.0588","11/08/2012"
"8","18.0557","18.0548","18.0553","11/07/2012"
"8","18.0522","18.0513","18.0518","11/06/2012"
"8","18.0488","18.0479","18.0484","11/05/2012"
"8","18.0453","18.0445","18.0449","11/02/2012"
"8","18.0418","18.0411","18.0415","11/01/2012"
"8","18.0385","18.0377","18.0381","10/31/2012"
"8","18.0351","18.0342","18.0346","10/30/2012"
"8","18.0317","18.0309","18.0313","10/29/2012"
"8","18.0283","18.0275","18.0279","10/25/2012"
"8","18.0249","18.0242","18.0246","10/24/2012"
"8","18.0217","18.0208","18.0213","10/23/2012"
"8","18.0183","18.0175","18.0179","10/22/2012"
"8","18.0151","18.0144","18.0148","10/19/2012"
"8","18.0119","18.0112","18.0116","10/18/2012"
"8","18.0089","18.0081","18.0085","10/17/2012"
"8","18.0056","18.0048","18.0052","10/16/2012"
"8","18.0023","18.0016","18.0020","10/15/2012"
"8","17.9993","17.9986","17.9989","10/12/2012"
"8","17.9963","17.9955","17.9959","10/11/2012"
"8","17.993","17.9923","17.9927","10/10/2012"
"8","17.9897","17.9890","17.9894","10/09/2012"
"8","17.9865","17.9858","17.9862","10/08/2012"
"8","17.9832","17.9825","17.9829","10/05/2012"
"8","17.9800","17.9793","17.9797","10/04/2012"
"8","17.9767","17.9760","17.9764","10/03/2012"
"8","17.9736","17.9728","17.9732","10/02/2012"
"8","17.9702","17.9695","17.9699","10/01/2012"
"8","17.9638","17.9631","17.9635","09/26/2012"
"7","17.9606","17.9599","17.9603","09/25/2012"
"7","17.9575","17.9569","17.9572","09/24/2012"
"7","17.9542","17.9536","17.9539","09/21/2012"
"7","17.9478","17.9472","17.9475","09/19/2012"
"7","17.9446","17.9439","17.9443","09/18/2012"
"7","17.9415","17.9409","17.9412","09/17/2012"
"7","17.9383","17.9378","17.9381","09/14/2012"
"7","17.9352","17.9347","17.9349","09/13/2012"
"7","17.9321","17.9315","17.9319","09/12/2012"
"7","17.9291","17.9285","17.9288","09/10/2012"
"7","17.9260","17.9255","17.9258","09/07/2012"
"7","17.9231","17.9226","17.9229","09/06/2012"
"7","17.9201","17.9105","17.9108","09/05/2012"
"7","17.9171","17.9165","17.9168","09/04/2012"
"7","17.9139","17.9133","17.9137","09/03/2012"
"7","17.9106","17.9101","17.9104","08/31/2012"
"7","17.9106","17.9101","17.9104","09/02/2012"
"7","17.9076","17.9069","17.9072","08/30/2012"
"7","17.9046","17.9041","17.9043","08/29/2012"
"7","17.9015","17.9009","17.9012","08/28/2012"
"6","17.8986","17.8981","17.8983","08/27/2012"
"6","17.8955","17.8952","17.8953","08/24/2012"
"6","17.8927","17.8922","17.8925","08/23/2012"
"7","17.8898","17.8894","17.8896","08/22/2012"
"7","17.8871","17.8867","17.8869","08/21/2012"
"7","17.8844","17.8839","17.8841","08/20/2012"
"6","17.8813","17.8809","17.8811","08/17/2012"
"6","17.8785","17.8781","17.8783","08/16/2012"
"6","17.8700","17.8695","17.8697","08/13/2012"
"5","17.8668","17.8664","17.8666","08/10/2012"
"6","17.8635","17.8630","17.8633","08/09/2012"
"5","17.8602","17.8599","17.8601","08/08/2012"
"6","17.8570","17.8566","17.8568","08/07/2012"
"7","17.8540","17.8535","17.8537","08/06/2012"
"7","17.8507","17.8502","17.8505","08/03/2012"
"7","17.8476","17.8472","17.8474","08/02/2012"
"7","17.8445","17.8440","17.8442","08/01/2012"
"7","17.8415","17.8410","17.8412","07/31/2012"
"7","17.8384","17.8378","17.8381","07/30/2012"
"5","17.8352","17.8346","17.8349","07/27/2012"
"6","17.8318","17.8313","17.8316","07/26/2012"
"6","17.8284","17.8280","17.8281","07/25/2012"
"6","17.8247","17.8242","17.8245","07/24/2012"
"7","17.8210","17.8205","17.8208","07/23/2012"
"6","17.8172","17.8166","17.8169","07/20/2012"
"6","17.8130","17.8126","17.8128","07/19/2012"
"7","17.8088","17.8084","17.8086","07/18/2012"
"7","17.8046","17.8040","17.8043","07/17/2012"
"6","17.8002","17.7990","17.7998","07/16/2012"
"6","17.7954","17.7948","17.7951","07/13/2012"
"6","17.7906","17.7899","17.7903","07/12/2012"
"6","17.7803","17.7799","17.7801","07/10/2012"
"6","17.7689","17.7684","17.7686","07/06/2012"
"7","17.7624","17.7618","17.7621","07/05/2012"
"7","17.7562","17.7557","17.7559","07/04/2012"
"7","17.7495","17.7489","17.7492","07/03/2012"
"7","17.7432","17.7427","17.7429","07/02/2012"
"5","17.7368","17.7364","17.7366","06/29/2012"
"6","17.7309","17.7301","17.7305","06/28/2012"
"6","17.7245","17.7240","17.7243","06/27/2012"
"6","17.7182","17.7176","17.7179","06/26/2012"
"6","17.7119","17.7113","17.7115","06/25/2012"
"7","17.7054","17.7049","17.7052","06/22/2012"
"7","17.6995","17.6989","17.6992","06/21/2012"
"6","17.6933","17.6929","17.6931","06/20/2012"
"6","17.6875","17.6870","17.6873","06/19/2012"
"6","17.6816","17.6810","17.6814","06/18/2012"
"6","17.6755","17.6750","17.6753","06/15/2012"
"6","17.6693","17.6688","17.6691","06/14/2012"
"6","17.6633","17.6628","17.6631","06/13/2012"
"6","17.6575","17.6569","17.6572","06/12/2012"
"7","17.6515","17.6510","17.6512","06/11/2012"
"7","17.6453","17.6447","17.6451","06/08/2012"
"6","17.6390","17.6385","17.6388","06/07/2012"
"6","17.6329","17.6322","17.6326","06/06/2012"
"6","17.6270","17.6265","17.6267","06/05/2012"
"6","17.6210","17.6205","17.6207","06/04/2012"
"6","17.6151","17.6146","17.6148","06/01/2012"
"7","17.6091","17.6085","17.6088","05/31/2012"
"6","17.3061","17.6027","17.6029","05/30/2012"
"6","17.5971","17.5966","17.5969","05/29/2012"
"6","17.5971","17.5966","17.5969","05/25/2012"
"6","17.5914","17.5910","17.5912","05/28/2012"
"6","17.5859","17.5854","17.5857","05/24/2012"
"6","17.5804","17.5799","17.5802","05/23/2012"
"6","17.5747","17.5742","17.5745","05/22/2012"
"6","17.5688","17.5684","17.5686","05/21/2012"
"6","17.5631","17.5624","17.5628","05/18/2012"
"5","17.5576","17.5571","17.5573","05/17/2012"
"5","17.5400","17.5396","17.5398","05/14/2012"
"6","17.5283","17.5276","17.5279","05/10/2012"
"5","17.5224","17.5218","17.5221","05/09/2012"
"6","17.5164","17.5158","17.5161","05/08/2012"
"6","17.5102","17.5096","17.5099","05/07/2012"
"5","17.5037","17.5032","17.5035","05/04/2012"
"6","17.4968","17.4963","17.4966","05/03/2012"
"6","17.4899","17.4890","17.4895","05/02/2012"
"6","17.4826","17.4820","17.4823","05/01/2012"
"6","17.4685","17.4755","17.4750","04/27/2012"
"6","17.4685","17.4678","17.4682","04/26/2012"
"6","17.4615","17.4610","17.4613","04/25/2012"
"6","17.4550","17.4544","17.4547","04/24/2012"
"6","17.4492","17.4486","17.4489","04/23/2012"
"6","17.4440","17.4435","17.4438","04/20/2012"
"7","17.4389","17.4380","17.4384","04/19/2012"
"7","17.4335","17.4328","17.4331","04/18/2012"
"7","17.4285","17.4277","17.4281","04/17/2012"
"6","17.4197","17.4192","17.4194","04/16/2012"
"6","17.4158","17.4153","17.4155","04/11/2012"
"7","17.4124","17.4118","17.4120","04/10/2012"
"7","17.4092","17.4085","17.4088","04/09/2012"
"6","17.4062","17.4057","17.4059","04/05/2012"
"6","17.4010","17.4005","17.4008","04/04/2012"
"7","17.3983","17.3978","17.3981","04/03/2012"
"7","17.3955","17.3950","17.3953","04/02/2012"
"6","17.3930","17.3925","17.3927","03/30/2012"
"6","17.3904","17.3899","17.3902","03/29/2012"
"6","17.3880","17.3876","17.3878","03/28/2012"
"7","17.3858","17.3853","17.3855","03/27/2012"
"7","17.3833","17.3828","17.3831","03/26/2012"
"6","17.3809","17.3803","17.3806","03/23/2012"
"6","17.3783","17.3778","17.3781","03/22/2012"
"6","17.3757","17.3752","17.3755","03/21/2012"
"6","17.3729","17.3725","17.3727","03/20/2012"
"6","17.3702","17.3698","17.3700","03/19/2012"
"5","17.3651","17.3647","17.3649","03/15/2012"
"5","17.6325","17.6321","17.6323","03/14/2012"
"6","17.3597","17.3592","17.3595","03/13/2012"
"6","17.3570","17.3565","17.3568","03/12/2012"
"6","17.3544","17.3540","17.3542","03/09/2012"
"5","17.3519","17.3515","17.3517","03/08/2012"
"5","17.3493","17.3489","17.3491","03/07/2012"
"6","17.3466","17.3462","17.3464","03/06/2012"
"6","17.3437","17.3433","17.3435","03/05/2012"
"6","17.3409","17.3404","17.3407","03/01/2012"
"5","17.3383","17.3378","17.3380","02/29/2012"
"6","17.3357","17.3353","17.3355","02/28/2012"
"5","17.3332","17.3327","17.3329","02/27/2012"
"6","17.3305","17.3300","17.3302","02/24/2012"
"6","17.3249","17.3244","17.3247","02/22/2012"
"6","17.3199","17.3194","17.3196","02/20/2012"
"5","17.3172","17.3168","17.3170","02/17/2012"
"5","17.3144","17.3141","17.3143","02/16/2012"
"5","17.3116","17.3113","17.3114","02/15/2012"
"5","17.3088","17.3084","17.3086","02/14/2012"
"13","17.3062","17.3056","17.3059","02/13/2012"
"7","17.3035","17.3030","17.3033","02/10/2012"
"6","17.3009","17.3003","17.3006","02/09/2012"
"6","17.2928","17.2923","17.2925","02/07/2012"
"6","17.2900","17.2896","17.2898","02/06/2012"
"5","17.2870","17.2865","17.2868","02/02/2012"
"6","17.2841","17.2836","17.2839","02/01/2012"
"5","17.2813","17.2808","17.2810","01/31/2012"
"6","17.2784","17.2780","17.2782","01/30/2012"
"7","17.2758","17.2753","17.2755","01/27/2012"
"5","17.2731","17.2726","17.2729","01/26/2012"
"6","17.2703","17.2699","17.2701","01/25/2012"
"7","17.2676","17.2671","17.2674","01/24/2012"
"7","17.2651","17.2646","17.2648","01/23/2012"
"5","17.2622","17.2618","17.2620","01/19/2012"
"6","17.2567","17.2562","17.2564","01/17/2012"
"6","17.2537","17.2532","17.2535","01/16/2012"
"5","17.2510","17.2505","17.2507","01/13/2012"
"7","17.2083","17.2077","17.2080","12/22/2011"
"7","17.2061","17.2055","17.2058","12/21/2011"
"7","17.2040","17.2035","17.2038","12/20/2011"
"7","17.2001","17.1995","17.1997","12/16/2011"
"7","17.1977","17.1972","17.1974","12/15/2011"
"7","17.1955","17.1950","17.1952","12/14/2011"
"7","17.1936","17.1930","17.1932","12/13/2011"
"6","17.1892","17.1886","17.1889","12/09/2011"
"6","17.1914","17.1908","17.1911","12/12/2011"
"7","17.1868","17.1862","17.1865","12/08/2011"
"6","17.1845","17.1839","17.1842","12/07/2011"
"5","17.1822","17.1818","17.1820","12/06/2011"
"6","17.1804","17.1798","17.1801","12/05/2011"
"7","17.1782","17.1778","17.1781","12/02/2011"
"7","17.1760","17.1756","17.1758","12/01/2011"
"6","17.1740","17.1735","17.1737","11/30/2011"
"6","17.1718","17.1713","17.1716","11/29/2011"
"7","17.1700","17.1693","17.1697","11/28/2011"
"5","17.1678","17.1675","17.1677","11/25/2011"
"6","17.1635","17.1630","17.1633","11/24/2011"
"7","17.1594","17.1590","17.1592","11/21/2011"
"7","17.1576","17.1569","17.1572","11/18/2011"
"6","17.1551","17.1547","17.1549","11/17/2011"
"6","17.1530","17.1526","17.1528","11/16/2011"
"7","17.1509","17.1503","17.1506","11/15/2011"
"6","17.1485","17.1478","17.1482","11/14/2011"
"7","17.1463","17.1458","17.1460","11/11/2011"
"7","17.1442","17.1436","17.1439","11/10/2011"
"7","17.1422","17.1416","17.1419","11/09/2011"
"7","17.1401","17.1396","17.1398","11/08/2011"
"7","17.1382","17.1377","17.1379","11/07/2011"
"5","17.1360","17.1356","17.1358","11/04/2011"
"6","17.1341","17.1336","17.1338","11/03/2011"
"7","17.1302","17.1296","17.1299","11/01/2011"
"6","17.1280","17.1274","17.1277","10/31/2011"
"28","17.1257","17.1251","17.1254","10/28/2011"
"6","17.1237","17.1232","17.1235","10/27/2011"
"6","17.1215","17.1209","17.1212","10/26/2011"
"5","17.1190","17.1186","17.1188","10/25/2011"
"6","17.1172","17.1166","17.1169","10/24/2011"
"5","17.1151","17.1145","17.1148","10/21/2011"
"5","17.1129","17.1124","17.1127","10/20/2011"
"5","17.1106","17.1102","17.1104","10/19/2011"
"6","17.1083","17.1079","17.1081","10/18/2011"
"6","17.1061","17.1057","17.1059","10/17/2011"
"7","17.1040","17.1035","17.1038","10/14/2011"
"7","17.1022","17.1016","17.1019","10/13/2011"
"6","17.1002","17.0997","17.0999","10/12/2011"
"7","17.0981","17.0975","17.0978","10/11/2011"
"7","17.0962","17.0957","17.0959","10/10/2011"
"6","17.0942","17.0936","17.0939","10/07/2011"
"6","17.0923","17.0917","17.0920","10/06/2011"
"6","17.0901","17.0896","17.0899","10/05/2011"
"6","17.0879","17.0875","17.0877","10/04/2011"
"6","17.0858","17.0852","17.0856","10/03/2011"
"6","17.0837","17.0831","17.0834","09/30/2011"
"6","17.0815","17.0809","17.0812","09/29/2011"
"5","17.0791","17.0787","17.0789","09/27/2011"
"7","17.0769","17.0764","17.0767","09/26/2011"
"7","17.0748","17.0742","17.0745","09/23/2011"
"7","17.0702","17.0697","17.0700","09/21/2011"
"6","17.0679","17.0675","17.0677","09/20/2011"
"7","17.0655","17.0649","17.0652","09/19/2011"
"7","17.0627","17.0622","17.0625","09/16/2011"
"7","17.0601","17.0595","17.0598","09/15/2011"
"6","17.0572","17.0568","17.0570","09/14/2011"
"7","17.0546","17.0540","17.0543","09/13/2011"
"7","17.0519","17.0516","17.0513","09/09/2011"
"7","17.0490","17.0484","17.0488","09/08/2011"
"6","17.0460","17.0456","17.0458","09/07/2011"
"6","17.0433","17.0427","17.0430","09/06/2011"
"7","17.0405","17.0399","17.0402","09/05/2011"
"7","17.0378","17.0373","17.0375","09/02/2011"
"7","17.0349","17.0343","17.0346","09/01/2011"
"7","17.0293","17.0286","17.0290","08/29/2011"
"7","17.0263","17.0257","17.0260","08/26/2011"
"7","17.0237","17.0229","17.0233","08/25/2011"
"7","17.0208","17.0202","17.0205","08/24/2011"
"6","17.0179","17.0173","17.0176","08/23/2011"
"6","17.0151","17.0147","17.0149","08/22/2011"
"5","17.0124","17.0119","17.0122","08/19/2011"
"7","17.0068","17.0062","17.0065","08/17/2011"
"7","17.0013","17.0007","17.0010","08/15/2011"
"6","16.9985","16.9979","16.9982","08/12/2011"
"6","16.9957","16.9951","16.9954","08/11/2011"
"6","16.9929","16.9925","16.9927","08/10/2011"
"6","16.9900","16.9896","16.9898","08/09/2011"
"6","16.9846","16.9840","16.9843","08/05/2011"
"8","16.9818","16.9813","16.9815","08/04/2011"
"6","16.9788","16.9784","16.9786","08/03/2011"
"7","16.9761","16.9755","16.9758","08/02/2011"
"7","16.9623","16.9619","16.9620","07/26/2011"
"7","16.9595","16.9589","16.9592","07/25/2011"
"7","16.9565","16.9559","16.9562","07/22/2011"
"7","16.9480","16.9476","16.9478","07/19/2011"
"7","16.9451","16.9447","16.9449","07/18/2011"
