currency_id,currency_name,currency_code,date,buying,selling
01hccadrae4tmhz5kqtkhq2rr3,POUND STERLING,GBP,2023-10-26,67.2567,67.9293
01hccadrabmb0fb757f4d09v9g,US DOLLAR,USD,2023-10-26,55.4786,56.0334
01hccadragtwvf1xa9qcfadn41,SWIDISH KNRONER,SEK,2023-10-26,4.9827,5.0325
01hccadranckd8vetw7ca8ef28,KENYAN SHILLING,KES,2023-10-26,0.369,0.3801
01hccadraxrgm2gyc039fnt6dd,KUWAITI DINAR,KWD,2023-10-26,179.3457,181.1391
01hccadraq98pvxp1nsh044w6t,CANADIAN DOLLAR,CAD,2023-10-26,40.2982,40.7012
01hccadrarzxbt9gfyk2cxb5vn,AUSTRALIAN DOLLAR,AUD,2023-10-26,35.1679,35.5196
01hccadrasnh4xq05xxqfaah9a,SAUDI RIYAL,SAR,2023-10-26,14.7888,14.9367
01hccadrasnh4xq05xxqfaah9b,UAE DIRHAM,AED,2023-10-26,15.1036,15.2547
01hccadratqj2hq49k86vr0nyy,EURO,EUR,2023-10-26,58.6631,59.2497
01hccadravryrxerw8h7rrjeqs,SDR,XDR,2023-10-26,72.8989,73.6279
01hccadraw6qj2h560vdnzvv06,SOUTH AFRICAN RAND,ZAR,2023-10-26,2.8982,2.9272
01hccadraw6qj2h560vdnzvv07,CHINESE YUAN,CNY,2023-10-26,7.5815,7.6573
01hccadrapzdjbbxb2pgdgfkbp,JAPANESE YEN,JPY,2023-10-26,0.37,0.3737
